,canopy_moisture,run_max_mem_rss_bytes,sim_time,surface_moisture,threads,wind_direction,wind_speed,run_uuid,area,runtime,cpu_usage_total,mem_usage_total,transmitted_packets_total,received_packets_total,transmitted_bandwidth_total,received_bandwidth_total,queue_seconds
113,0.3,9260024.0,23361,0.3,1,90.0,5.0,81cd39e9-e0ab-4fd3-89f0-213e49a5eeb6,2543220.0,36301.0,130975.39222988515,41267204095.0,67912.11175016835,145918.32934710744,812342821.3528652,626084024.49943,59.0
114,0.3,9257292.0,23361,0.3,1,90.0,3.0,2960b595-f1aa-48ec-88c7-62ff29394e30,2543220.0,36495.0,131740.93087437432,41267204095.0,68029.0918414612,146071.22279348553,812343888.8656967,625839946.1469278,59.0
115,0.5,9272304.0,23361,0.1,1,90.0,5.0,2966880e-3c2c-4b21-ba6b-b606508b8815,2543220.0,43423.0,119592.3889202059,31532576767.0,103377.65568319516,218405.84607118813,836830759.1449575,1212195899.486981,46.0
116,0.5,9270568.0,23361,0.1,1,90.0,3.0,dd6e4369-0a1f-4d3b-b038-3e6420b76940,2543220.0,43764.0,120611.4808363971,31532576767.0,103509.5336015446,218556.822604285,837003869.0760641,1212471978.4325275,43.0
117,0.5,9273136.0,23361,0.3,1,90.0,3.0,ef7f89eb-4ab6-455c-94a8-666e3e83ac82,2543220.0,35343.0,95310.2694134206,31154229247.0,95615.53498770104,214154.13616890568,802611300.0420959,1210477602.231325,30.0
118,0.5,9273008.0,23361,0.3,1,90.0,5.0,456886ba-66f6-4c32-8baa-bfd00d85541c,2543220.0,36751.0,99554.40365986111,31154229247.0,97233.58077838164,216059.75958997587,825489477.4561625,1210856018.6420307,34.0
119,0.3,9268136.0,23361,0.1,1,90.0,5.0,e3e3073c-2127-4166-bdd4-2f2e65816e58,2543220.0,41055.0,112463.07812179015,31459606527.0,87810.42522072651,213460.3906349893,799705028.489048,1209525355.0383997,16.0
120,0.3,9266244.0,23361,0.1,1,90.0,3.0,1f7b32f9-3413-48fd-be11-a482dc78c277,2543220.0,45436.0,124087.74673861038,31459606527.0,92242.9102306124,218999.0263914051,870438273.9582275,1210398728.7288537,19.0
121,0.3,9269120.0,23361,0.3,1,90.0,5.0,8fd98511-cea1-467c-a94e-2f353a6723b0,2543220.0,36096.0,97613.47267892276,31495139327.0,80180.3507754775,191123.0900831793,813397714.407634,1067601424.8543594,60.0
122,0.3,9268700.0,23361,0.3,1,90.0,3.0,d89fedda-07ed-413c-b7c9-24e37216565a,2543220.0,36422.0,98603.72188782108,31495139327.0,80311.77353101555,191230.0893092405,813364132.2424183,1067569498.7199152,62.0
123,0.5,9270468.0,23361,0.1,1,90.0,5.0,6aa6b6b6-d479-49b2-894c-00b2577cd499,2543220.0,41182.0,75198.84889197268,20696936447.0,93231.94362252398,174187.3755799787,811701774.8146592,1207883325.864283,16.0
124,0.5,9264852.0,23361,0.1,1,90.0,3.0,b8dcdc0c-609f-4a14-b9d2-459f65d380d8,2543220.0,44977.0,82629.26457502629,20696936447.0,97651.62860100536,179729.9827109332,870416118.5859984,1208447583.983075,17.0
125,0.5,9253920.0,23361,0.3,1,90.0,5.0,77fcc8ae-4fce-4000-b8a7-743689f74137,2543220.0,36774.0,66395.07871238858,20954611711.0,97172.9317230166,179320.25762051283,812970986.5525188,1206510064.686476,63.0
126,0.5,9246548.0,23361,0.3,1,90.0,3.0,d0f247c2-dd17-4181-8391-d0ef2550acb4,2543220.0,36385.0,65615.65296973132,20954611711.0,96309.10096309526,178071.46348901102,801568928.3681941,1206364782.4116318,62.0
127,0.3,9260340.0,23361,0.1,1,90.0,3.0,eff96f1f-4f98-45f8-9b83-049f804ea1ae,2543220.0,44360.0,81550.66315373522,20689473535.0,93204.78252905264,170975.64825164858,741330061.3793793,1206800850.6727157,45.0
128,0.3,9262072.0,23361,0.1,1,90.0,5.0,402a1efa-9f4d-415a-970b-914638b7d34c,2543220.0,61873.0,102718.05645061182,20689473535.0,103763.75035251689,184256.8936215404,870533191.4653425,1208494251.4161105,46.0
129,0.3,9266316.0,23361,0.3,1,90.0,5.0,00784a4c-d9be-4767-bdb1-aa1edff2259c,2543220.0,45783.0,77984.87705454377,20666155007.0,72908.11666549518,119552.72765098009,857609625.7899579,801960179.2749205,28.0
130,0.3,9266340.0,23361,0.3,1,90.0,3.0,aea0bea2-fe9d-41b9-8ed3-3f68c4db32cd,2543220.0,35688.0,64242.64709284414,20666155007.0,65876.07734521657,111541.912224667,732428870.6658615,800521799.3528191,29.0
131,0.5,9256204.0,23361,0.1,1,90.0,5.0,481e768b-c573-4daf-a5a4-6b2d01cf13f9,2543220.0,42847.0,78555.38668499328,21103988735.0,94325.587417737,171407.88338860855,798798380.9576523,1205383063.0226202,19.0
132,0.5,9254396.0,23361,0.1,1,90.0,3.0,3639e0a4-516c-42d9-b846-964282ce9b14,2543220.0,46527.0,85835.90211535244,21103988735.0,99082.89146500676,177383.03734050575,857890213.4207982,1206492072.0675883,17.0
133,0.5,9260932.0,23361,0.3,1,90.0,3.0,f1e969bc-f32d-4479-bd1d-18734bee92e0,2543220.0,36057.0,64981.582840478746,20996943871.0,93010.60998797408,180435.81860977493,835344718.3251777,1206646815.1534276,64.0
134,0.5,9260840.0,23361,0.3,1,90.0,5.0,39c10572-8a88-415b-b878-2285f54d0f4b,2543220.0,33327.0,59491.78650376735,20996943871.0,88442.83730771043,174367.63260202017,778341815.6316905,1205874062.4482832,63.0
135,0.3,9259764.0,23361,0.1,1,90.0,3.0,471682f8-5f04-42de-bff8-7a7b61fb7046,2543220.0,44941.0,45108.26719628567,30233313279.0,49496.41189150821,87383.77859166669,434433195.4046536,603703787.6479762,46786.0
136,0.3,9260716.0,23361,0.1,1,90.0,5.0,4cd791e4-e722-4e8c-9eb7-ae0719359d23,2543220.0,43260.0,79287.16062273271,20639621119.0,83182.74044820978,209607.9755905509,764997384.985605,1208865106.903252,48.0
137,0.3,9258140.0,23361,0.3,1,90.0,3.0,4f8ccedb-5ac6-4fa0-819c-827e7ea78670,2543220.0,42925.0,78758.51529863273,20969922559.0,75194.1532116285,236077.42262903304,823285390.8378308,1211198930.9926517,36.0
138,0.3,9260524.0,23361,0.3,1,90.0,5.0,b0762a57-3acd-4cb9-864e-767b210d4f77,2543220.0,42514.0,77936.62497954164,20969922559.0,74768.28017685185,235658.9502038323,812105520.3134599,1211383347.869324,36.0
139,0.5,9264248.0,23361,0.1,1,90.0,3.0,e96b76f7-91db-4892-aac6-9ed3fbb51929,2543220.0,43644.0,43687.221844317006,20121874431.0,49581.11520653923,89440.35642585765,434149186.3689449,604397180.7681758,46188.0
140,0.5,9266028.0,23361,0.1,1,90.0,5.0,c9f030fd-cf58-42cf-8bfb-8b6d301715da,2543220.0,37216.0,100939.57996716572,31451828223.0,71901.97212276785,233589.3437375596,729388250.0960131,1211402964.7262864,20.0
141,0.5,9269992.0,23361,0.3,1,90.0,3.0,2283e55c-452a-4c01-824e-c8e5b4110195,2543220.0,42274.0,101299.43403879312,31678619647.0,59840.84346247748,143370.12011451036,845971654.8601208,610503208.0611298,24.0
142,0.5,9270168.0,23361,0.3,1,90.0,5.0,718e074f-0d71-4c4e-bbdb-d03d4f2c3621,2543220.0,31233.0,83004.69662929389,31678619647.0,53079.24720630564,136276.23060518457,698201386.5054202,608806941.9365362,23.0
143,0.3,9269276.0,23361,0.1,1,90.0,5.0,f5d05b63-3c71-4fa4-a455-33075b170cb2,2543220.0,41713.0,83500.99326570673,40609517567.0,89171.88108815097,152892.68849286498,859742416.9300799,910874107.6135516,45599.0
144,0.3,9268952.0,23361,0.1,1,90.0,3.0,0d6e4889-3ba0-415a-aa3d-cd865c057919,2543220.0,45617.0,91031.76821971878,40609517567.0,94689.87344512998,160364.6508786227,930499754.2801085,911564120.794465,45597.0
145,0.3,9267684.0,23361,0.3,1,90.0,5.0,2066cd00-0439-479f-8cc2-bab159004c66,2543220.0,41059.0,74129.48843020955,21173235711.0,86766.79314117471,205828.42113163444,847277008.1675901,1211532231.0980692,72.0
146,0.3,9267612.0,23361,0.3,1,90.0,3.0,3ed3c7fc-49ec-437a-8504-46594a38f56d,2543220.0,36578.0,66012.79837718228,21173235711.0,82275.804283882,200543.31278101183,778709034.3842808,1210400177.931683,58.0
147,0.5,9253924.0,23361,0.1,1,90.0,5.0,4358a7b1-6c4f-4844-91ca-a6cbd61f1eb6,2543220.0,48461.0,89821.15895056326,20951384063.0,50352.560813788485,103686.70573830878,819126178.7610915,446447526.1233204,43.0
148,0.5,9252076.0,23361,0.1,1,90.0,3.0,aca6b58a-ebfc-4cc1-b7f2-b5c186c77cba,2543220.0,51624.0,96160.69727096,20951384063.0,52565.9908493125,105791.01404425,865814151.7395654,446734178.01843023,43.0
